vidid,adview,views,likes,dislikes,comment,published,duration,category
VID_16151,2,79239.0,867.0,21.0,493.0,2016-08-29,PT21M31S,E
VID_2842,2,15106.0,9.0,6.0,0.0,2014-03-11,PT2M15S,C
VID_19259,1,163113.0,288.0,35.0,45.0,2016-09-25,PT18M11S,G
VID_17507,4,71970.0,1341.0,54.0,147.0,2012-12-21,PT1M27S,E
VID_3155,3,189824.0,159.0,77.0,36.0,2013-11-14,PT43M58S,D
VID_22067,14,225009.0,989.0,9.0,196.0,2010-10-24,PT2M40S,G
VID_12800,1,54683.0,107.0,8.0,0.0,2014-05-12,PT17M12S,D
VID_636,1,53730.0,297.0,5.0,65.0,2014-12-20,PT24M11S,B
VID_17419,1,17808.0,174.0,3.0,151.0,2017-02-08,PT8M48S,E
VID_13199,1,64065.0,407.0,12.0,29.0,2016-03-23,PT4M,D
VID_5821,4,730635.0,2225.0,108.0,234.0,2015-07-09,PT3M32S,D
VID_3494,13,1234199.0,2696.0,437.0,160.0,2013-09-16,PT2H47M37S,D
VID_2912,26,173.0,3.0,1.0,0.0,2015-11-09,PT2M39S,C
VID_10208,2,345.0,2.0,0.0,0.0,2016-08-16,PT31S,D
VID_19130,11,464267.0,314.0,47.0,8.0,2012-02-26,PT4M11S,G
VID_22073,7,54186.0,268.0,4.0,47.0,2010-10-24,PT1M35S,G
VID_20547,1,1294197.0,6363.0,265.0,227.0,2014-08-29,PT3M35S,G
VID_14093,1,38631.0,799.0,50.0,342.0,2016-07-16,PT9M43S,D
VID_5697,6,4174027.0,4763.0,654.0,272.0,2011-11-18,PT4M54S,D
VID_15432,1,110140.0,132.0,12.0,147.0,2016-05-04,PT8M42S,E
VID_18633,360231,1169957.0,9129.0,292.0,1028.0,2016-10-08,PT4M8S,F
VID_22889,1,16712.0,169.0,7.0,27.0,2013-04-25,PT5M27S,G
VID_19669,9,2960376.0,7048.0,1720.0,761.0,2015-06-12,PT3M40S,G
VID_17680,7,15153.0,22.0,8.0,0.0,2013-05-20,PT40M12S,F
VID_6089,1,91492.0,18.0,16.0,0.0,2013-12-08,PT6M7S,D
VID_16097,5,872794.0,1002.0,183.0,56.0,2014-11-12,PT2H14M44S,E
VID_14224,3,171075.0,723.0,158.0,162.0,2016-05-25,PT5M56S,D
VID_14728,15,2644387.0,8976.0,1226.0,791.0,2016-07-23,PT10M8S,D
VID_7289,1,11895.0,354.0,17.0,49.0,2016-10-04,PT3M57S,D
VID_14504,10,1866090.0,4306.0,521.0,142.0,2013-01-05,PT3M23S,D
VID_13784,3,657297.0,1254.0,169.0,123.0,2015-09-17,PT7M9S,D
VID_12104,3,39752.0,728.0,23.0,84.0,2014-02-01,PT5M19S,D
VID_1975,5,8761.0,78.0,4.0,10.0,2013-12-10,PT2M49S,B
VID_8588,17,3354.0,9.0,1.0,0.0,2017-02-05,PT10M9S,D
VID_10972,2,6594185.0,43153.0,2290.0,1519.0,2014-11-05,PT3M16S,D
VID_8557,17,6770.0,8.0,5.0,0.0,2016-03-12,PT5M2S,D
VID_10414,2,423383.0,792.0,99.0,239.0,2016-09-21,PT39M,D
VID_13512,15,145019.0,209.0,56.0,6.0,2014-02-21,PT15M40S,D
VID_13778,3,591009.0,685.0,51.0,166.0,2014-09-15,PT1M4S,D
VID_5730,1,41800.0,63.0,3.0,0.0,2014-05-14,PT25M33S,D
VID_2073,3,6220.0,75.0,12.0,6.0,2013-03-08,PT4M59S,B
VID_10971,46,3327644.0,18602.0,1170.0,1907.0,2016-09-16,PT4M14S,D
VID_4852,2,12603.0,7.0,0.0,0.0,2014-04-30,PT14M6S,D
VID_19919,4,13904.0,33.0,4.0,0.0,2013-06-20,PT6M2S,G
VID_18056,2,885519.0,13642.0,709.0,6380.0,2016-08-21,PT5M50S,F
VID_19061,1,13347.0,96.0,29.0,39.0,2015-12-17,PT11M32S,F
VID_8830,4,96295.0,136.0,29.0,7.0,2013-07-16,PT11M4S,D
VID_19692,1,31424.0,229.0,7.0,3.0,2015-05-02,PT3M18S,G
VID_628,1,108803.0,946.0,30.0,343.0,2016-09-24,PT6M56S,B
VID_5217,11,1705924.0,889.0,215.0,75.0,2012-10-30,PT2M28S,D
VID_13702,8,367091.0,2610.0,310.0,326.0,2016-08-11,PT17M43S,D
VID_8703,1,8224.0,126.0,5.0,49.0,2013-10-09,PT8M30S,D
VID_534,1,54567.0,96.0,17.0,45.0,2015-03-02,PT12M36S,A
VID_20612,4,351344.0,3592.0,150.0,1643.0,2013-08-08,PT10H2M53S,G
VID_19829,1,4194.0,22.0,0.0,2.0,2010-12-25,PT14M39S,G
VID_18311,47306,66567.0,403.0,34.0,68.0,2017-01-29,PT7M48S,F
VID_17599,3,960512.0,1419.0,354.0,249.0,2015-01-23,PT1H29M54S,E
VID_10588,1,12606.0,11.0,2.0,1.0,2014-06-30,PT4M15S,D
VID_20602,1,11899.0,27.0,12.0,10.0,2013-06-07,PT3M52S,G
VID_22462,1,1797183.0,4899.0,215.0,216.0,2013-05-03,PT4M29S,G
VID_22994,208,11782.0,45.0,1.0,3.0,2014-06-28,PT5M19S,G
VID_15562,1,19564.0,154.0,20.0,39.0,2016-07-09,PT2M24S,E
VID_17713,5,30887.0,154.0,27.0,1.0,2015-06-30,PT58M57S,F
VID_3209,3,311989.0,264.0,60.0,45.0,2012-11-12,PT35M45S,D
VID_1545,17,1485238.0,9643.0,1810.0,4717.0,2016-03-23,PT5M23S,B
VID_6969,6,1536153.0,3287.0,333.0,114.0,2014-07-04,PT3M17S,D
VID_4178,7,1262481.0,1581.0,183.0,79.0,2016-07-19,PT5M50S,D
VID_21007,3,139829.0,313.0,21.0,15.0,2016-07-14,PT3M15S,G
VID_6110,1,8193.0,8.0,0.0,0.0,2014-04-12,PT3M51S,D
VID_5652,3,1760593.0,3804.0,252.0,257.0,2011-12-23,PT5M31S,D
VID_11144,1,114551.0,1566.0,13.0,521.0,2016-08-23,PT8M15S,D
VID_3809,8,529509.0,1551.0,129.0,26.0,2016-06-23,PT2M10S,D
VID_22223,3947,9577.0,54.0,4.0,6.0,2015-09-02,PT9M46S,G
VID_2270,5,2295.0,13.0,0.0,1.0,2013-04-22,PT5M35S,C
VID_8113,2,65676.0,138.0,13.0,37.0,2010-12-28,PT43M59S,D
VID_8296,1,327426.0,575.0,78.0,25.0,2013-12-02,PT4M9S,D
VID_7489,1,11582.0,182.0,2.0,84.0,2014-04-06,PT7M34S,D
VID_8492,1,57018.0,57.0,19.0,0.0,2016-02-17,PT5M5S,D
VID_21539,1,77934.0,176.0,5.0,11.0,2015-08-14,PT5M34S,G
VID_21178,1,22738.0,174.0,4.0,7.0,2016-06-15,PT2M54S,G
VID_7099,1,514198.0,1947.0,125.0,157.0,2014-10-24,PT19M34S,D
VID_11423,6,11064.0,31.0,4.0,4.0,2014-10-30,PT7M11S,D
VID_12714,9,2071867.0,6635.0,2059.0,2369.0,2016-09-21,PT10M43S,D
VID_22489,3105,5012.0,156.0,6.0,62.0,2016-11-08,PT3M52S,G
VID_8270,1,56710.0,60.0,7.0,4.0,2013-12-17,PT6M58S,D
VID_17939,5,1548844.0,8463.0,1921.0,8145.0,2016-01-04,PT3M26S,F
VID_15635,1,122969.0,144.0,12.0,43.0,2013-07-19,PT52M25S,E
VID_17669,1,60026.0,339.0,34.0,19.0,2015-05-18,PT1H5M22S,F
VID_22690,9,9122666.0,39396.0,1154.0,1107.0,2014-12-04,PT2M44S,G
VID_9680,5,150045.0,496.0,26.0,43.0,2011-11-02,PT4M2S,D
VID_6611,1,809740.0,4471.0,490.0,3233.0,2016-04-12,PT16M28S,D
VID_19373,1,26528.0,86.0,6.0,3.0,2013-02-15,PT6M4S,G
VID_23738,1,173029.0,5904.0,144.0,650.0,2017-03-09,PT13M15S,H
VID_12526,1,50494.0,233.0,28.0,82.0,2015-02-01,PT49M50S,D
VID_748,34,3511627.0,7609.0,487.0,731.0,2016-09-12,PT5M58S,B
VID_22625,11,639211.0,3788.0,100.0,178.0,2013-01-15,PT3M30S,G
VID_11272,1,387406.0,304.0,30.0,10.0,2016-05-24,PT4M28S,D
VID_23415,1,47298.0,437.0,11.0,23.0,2016-02-24,PT22M10S,H
VID_9340,2,16191.0,19.0,2.0,0.0,2013-08-31,PT4M14S,D
VID_15613,4,227446.0,351.0,30.0,17.0,2016-07-07,PT3M18S,E
VID_23486,18,5521757.0,53100.0,3079.0,19155.0,2015-10-03,PT5M58S,H
VID_4255,1,2807.0,4.0,6.0,2.0,2016-02-04,PT1M16S,D
VID_23489,3,162372.0,1229.0,28.0,365.0,2016-04-06,PT2M45S,H
VID_3830,12,948033.0,360.0,150.0,13.0,2012-09-01,PT2M53S,D
VID_9725,1,6355.0,103.0,14.0,2.0,2014-07-10,PT3M55S,D
VID_7992,1,51183.0,67.0,7.0,5.0,2016-08-28,PT5M25S,D
VID_20269,1,22703.0,60.0,7.0,7.0,2013-08-31,PT9M39S,G
VID_6274,7,226548.0,471.0,24.0,35.0,2010-05-01,PT6M55S,D
VID_13330,8,32958.0,106.0,3.0,28.0,2015-12-04,PT10M25S,D
VID_17834,7221,50958.0,828.0,26.0,89.0,2017-03-29,PT8M41S,F
VID_19064,2,285799.0,457.0,65.0,614.0,2013-06-01,PT1M31S,F
VID_11475,4,430274.0,557.0,142.0,96.0,2014-12-27,PT21M32S,D
VID_2375,2,63453.0,485.0,10.0,26.0,2015-09-10,PT25M20S,C
VID_626,1,1196958.0,7918.0,203.0,984.0,2014-09-02,PT4M34S,B
VID_10456,2,5354.0,0.0,2.0,0.0,2014-03-31,PT2M3S,D
VID_1202,1,710489.0,2517.0,176.0,762.0,2015-09-14,PT3M15S,B
VID_4801,17,827148.0,1377.0,249.0,141.0,2012-05-03,PT2H26M4S,D
VID_20999,1,819788.0,2110.0,67.0,106.0,2014-10-28,PT3M2S,G
VID_19722,1,94505.0,355.0,5.0,35.0,2016-03-10,PT3M10S,G
VID_19153,6,99249.0,121.0,10.0,15.0,2012-03-02,PT4M16S,G
VID_1845,31,218429.0,3035.0,405.0,898.0,2014-04-22,PT4M36S,B
VID_21468,56,12414342.0,57523.0,12658.0,8588.0,2016-08-20,PT4M5S,G
VID_11139,3,666198.0,10160.0,205.0,265.0,2016-08-10,PT8M49S,D
VID_10913,1,57704.0,341.0,19.0,76.0,2016-03-25,PT42M45S,D
VID_10812,5,3962.0,53.0,1.0,13.0,2017-03-08,PT2M25S,D
VID_8047,1,396334.0,1577.0,76.0,165.0,2011-12-08,PT31M1S,D
VID_7903,3,82306.0,28.0,14.0,1.0,2012-04-12,PT2M14S,D
VID_12623,1,122123.0,124.0,26.0,13.0,2016-08-25,PT2H19M59S,D
VID_10083,9,1744548.0,1320.0,509.0,142.0,2016-08-04,PT2M23S,D
VID_18107,4,1017491.0,4147.0,364.0,3491.0,2015-06-28,PT7M53S,F
VID_16855,1,58822.0,67.0,4.0,11.0,2011-03-13,PT11M3S,E
VID_8439,1,90835.0,201.0,6.0,7.0,2016-05-31,PT1M,D
VID_20448,2,30636.0,27.0,4.0,2.0,2015-08-27,PT1M25S,G
VID_21880,4,826794.0,7846.0,225.0,821.0,2016-06-15,PT3M39S,G
VID_15840,1,633895.0,380.0,279.0,23.0,2014-12-21,PT1H12M9S,E
VID_12972,2324,9308.0,17.0,6.0,6.0,2017-03-30,PT3M25S,D
VID_16793,2,25563.0,39.0,3.0,4.0,2011-06-26,PT10M40S,E
VID_6529,1,128325.0,225.0,25.0,94.0,2016-07-25,PT5M,D
VID_18628,8,603089.0,4671.0,137.0,487.0,2016-07-03,PT6M17S,F
VID_1242,9,616529.0,9321.0,105.0,1027.0,2016-01-17,PT5M7S,B
VID_4719,20,842042.0,4170.0,205.0,346.0,2013-07-01,PT49M47S,D
VID_181,1,12011.0,9.0,2.0,3.0,2012-09-18,PT1M38S,A
VID_1621,8,1104871.0,7976.0,531.0,891.0,2016-05-24,PT7M35S,B
VID_301,4,370705.0,6959.0,280.0,717.0,2016-07-26,PT38M29S,A
VID_18143,1,41233.0,1754.0,10.0,239.0,2016-02-15,PT11M10S,F
VID_16624,1,570986.0,2438.0,245.0,134.0,2015-10-11,PT22M7S,E
VID_3683,1,316158.0,690.0,56.0,33.0,2015-09-23,PT5M5S,D
VID_674,1,21039.0,135.0,4.0,16.0,2014-08-27,PT25M50S,B
VID_7786,1,166740.0,170.0,8.0,12.0,2010-09-06,PT4M53S,D
VID_17886,3,129729.0,254.0,23.0,19.0,2012-08-24,PT3M57S,F
VID_21193,1,2685.0,44.0,0.0,4.0,2014-04-26,PT3M26S,G
VID_2607,1,3386306.0,19099.0,2010.0,1316.0,2017-02-16,PT2M57S,C
VID_1797,5,12122.0,6.0,2.0,0.0,2016-02-02,PT1M8S,B
VID_18055,1,954420.0,5756.0,377.0,3339.0,2015-08-27,PT7M5S,F
VID_775,3,464706.0,746.0,38.0,26.0,2014-10-23,PT25M21S,B
VID_919,1,89566.0,1975.0,157.0,241.0,2013-09-13,PT5M4S,B
VID_22245,72,158403.0,1400.0,45.0,72.0,2014-04-09,PT4M40S,G
VID_2317,3,208660.0,1000.0,70.0,31.0,2015-02-23,PT11M19S,C
VID_1927,1,287070.0,2340.0,229.0,110.0,2014-11-09,PT5M46S,B
VID_5382,2,15865.0,21.0,0.0,0.0,2014-04-14,PT3M18S,D
VID_20610,2,31649.0,230.0,13.0,128.0,2012-10-14,PT10H3M1S,G
VID_22269,1,174007.0,329.0,26.0,38.0,2014-06-23,PT3M7S,G
VID_905,2,121225.0,96.0,13.0,4.0,2013-08-06,PT2M37S,B
VID_18900,1,317978.0,1014.0,380.0,100.0,2015-02-21,PT5M13S,F
VID_17236,1,2971.0,34.0,4.0,21.0,2014-04-06,PT34S,E
VID_6739,122,671968.0,1820.0,135.0,143.0,2013-10-01,PT17M29S,D
VID_6790,3,480572.0,22331.0,348.0,14909.0,2016-07-23,PT8M17S,D
VID_14362,1,349260.0,1099.0,37.0,86.0,2016-04-05,PT7M5S,D
VID_9307,1,805022.0,289.0,76.0,9.0,2016-01-22,PT1M54S,D
VID_614,1,15172.0,121.0,5.0,5.0,2014-04-14,PT14M42S,B
VID_16410,12,232735.0,620.0,34.0,50.0,2016-03-09,PT1M58S,E
VID_4008,3,91012.0,245.0,6.0,10.0,2014-01-03,PT22M28S,D
VID_16030,2,184803.0,129.0,26.0,16.0,2013-10-31,PT1H18M58S,E
VID_9410,1,20881.0,40.0,12.0,5.0,2013-12-09,PT29M3S,D
VID_7093,1,116995.0,554.0,48.0,256.0,2016-05-11,PT9M13S,D
VID_20390,33035,198782.0,593.0,17.0,32.0,2016-11-18,PT4M25S,G
VID_16477,5,15285.0,42.0,3.0,3.0,2016-11-27,PT1M1S,E
VID_2713,3,545450.0,11911.0,233.0,1638.0,2016-09-29,PT7M24S,C
VID_11000,1,2013920.0,22540.0,1222.0,5542.0,2016-07-29,PT8M38S,D
VID_11178,1,22774.0,101.0,7.0,17.0,2013-11-25,PT7M46S,D
VID_7686,1,219954.0,375.0,88.0,39.0,2016-06-29,PT22M48S,D
VID_2761,2,206417.0,701.0,130.0,82.0,2013-07-17,PT53M11S,C
VID_16833,2,19569.0,42.0,0.0,4.0,2011-06-29,PT10M40S,E
VID_3298,1,177294.0,150.0,67.0,27.0,2013-12-14,PT43M13S,D
VID_7223,1,95575.0,226.0,14.0,21.0,2016-08-21,PT3M25S,D
VID_3609,1,400878.0,356.0,153.0,41.0,2016-07-02,PT10M23S,D
VID_13291,1,9960.0,237.0,27.0,34.0,2016-09-23,PT4M25S,D
VID_19800,1,5975.0,26.0,2.0,2.0,2010-11-20,PT4M29S,G
VID_17623,3039,3134.0,3.0,0.0,0.0,2016-10-14,PT31S,E
VID_17709,1,28734.0,91.0,13.0,2.0,2013-08-07,PT22M27S,F
VID_13947,4,138781.0,253.0,27.0,51.0,2016-08-07,PT54M41S,D
VID_11707,42,1325376.0,823.0,258.0,59.0,2013-06-01,PT3M5S,D
VID_22355,5429665,7072849.0,28360.0,4333.0,1872.0,2017-04-08,PT4M19S,G
VID_11974,12,251800.0,1181.0,39.0,68.0,2015-12-01,PT16M9S,D
VID_12010,55,6600.0,72.0,3.0,11.0,2017-01-31,PT3M36S,D
VID_13955,5,256868.0,516.0,55.0,61.0,2016-08-12,PT50M30S,D
VID_6125,16,4376744.0,6582.0,1113.0,244.0,2014-03-07,PT7M7S,D
VID_4622,1,1383202.0,4568.0,1054.0,198.0,2016-11-12,PT1M24S,D
VID_15655,1,27794.0,55.0,3.0,1.0,2014-11-21,PT1M36S,E
VID_10518,16,579541.0,556.0,178.0,111.0,2016-07-19,PT4M10S,D
VID_23663,2441,2949.0,1.0,0.0,0.0,2015-10-13,PT9M41S,H
VID_1155,6,3516693.0,24629.0,1331.0,1784.0,2015-05-22,PT4M23S,B
VID_12527,3,40475.0,286.0,17.0,110.0,2014-11-16,PT42M40S,D
VID_13044,2,398216.0,451.0,75.0,23.0,2016-08-20,PT2H27M30S,D
VID_12291,10,4134017.0,10580.0,1276.0,560.0,2015-04-24,PT3M10S,D
VID_2194,1,42248.0,184.0,4.0,64.0,2015-12-28,PT22M17S,C
VID_2733,1,119937.0,718.0,22.0,81.0,2014-05-23,PT6M33S,C
VID_3393,1,71251.0,230.0,12.0,8.0,2011-07-21,PT11M38S,D
VID_1739,1,396447.0,805.0,13.0,31.0,2015-10-22,PT2M53S,B
VID_2697,1,33847.0,659.0,23.0,93.0,2013-09-02,PT10M25S,C
VID_8558,8,3501.0,8.0,2.0,1.0,2017-01-17,PT10M16S,D
VID_18191,1,182834.0,1445.0,152.0,542.0,2016-01-22,PT13M55S,F
VID_18059,1,1088508.0,12475.0,1023.0,8969.0,2016-01-03,PT5M3S,F
VID_9845,1,4731.0,41.0,3.0,5.0,2014-11-05,PT3M47S,D
VID_23582,3,1130871.0,756.0,138.0,34.0,2015-06-08,PT1M29S,H
VID_16882,1,33032.0,59.0,2.0,12.0,2011-06-20,PT11M7S,E
VID_3604,1,3102267.0,4584.0,1223.0,306.0,2016-09-26,PT5M38S,D
VID_8865,1,991415.0,5674.0,195.0,1460.0,2015-11-03,PT7M42S,D
VID_6551,2,466275.0,1717.0,217.0,4053.0,2016-04-01,PT11M18S,D
VID_13325,1,254.0,7.0,0.0,9.0,2014-01-10,PT1M10S,D
VID_15765,1,4325.0,5.0,0.0,1.0,2016-03-08,PT2M,E
VID_6020,1,822554.0,3238.0,143.0,327.0,2016-05-11,PT11M17S,D
VID_10158,6,4334017.0,1604.0,1012.0,63.0,2013-12-20,PT23M34S,D
VID_14103,6,6395251.0,15419.0,755.0,1214.0,2013-06-12,PT3M37S,D
VID_11786,1,15848.0,59.0,9.0,7.0,2014-04-14,PT10M59S,D
VID_1492,1,1568726.0,10924.0,117.0,812.0,2015-05-21,PT4M15S,B
VID_5023,1,257717.0,176.0,13.0,11.0,2011-03-30,PT34S,D
VID_22694,5,268070.0,1173.0,22.0,104.0,2008-03-05,PT4M24S,G
VID_11497,1,117830.0,186.0,34.0,86.0,2016-03-26,PT12M50S,D
VID_3747,2,1372064.0,2013.0,589.0,81.0,2015-06-24,PT2M42S,D
VID_17076,1,1217263.0,2187.0,1447.0,104.0,2017-02-23,PT54M37S,E
VID_458,1,7705.0,82.0,3.0,21.0,2013-02-13,PT14M38S,A
VID_7278,1,24791.0,1343.0,20.0,98.0,2016-08-24,PT4M34S,D
VID_14336,7,7572817.0,43597.0,10839.0,22187.0,2009-02-05,PT2M46S,D
VID_9555,4,302.0,1.0,0.0,1.0,2016-07-04,PT46S,D
VID_4499,1,131547.0,415.0,39.0,42.0,2015-12-22,PT2M32S,D
VID_22420,2,897779.0,7410.0,593.0,718.0,2014-01-27,PT10M20S,G
VID_12359,1,131417.0,776.0,46.0,34.0,2013-09-27,PT7M16S,D
VID_191,5,6307.0,21.0,2.0,2.0,2013-09-12,PT1M7S,A
VID_13621,1,342.0,1.0,1.0,0.0,2015-10-29,PT31S,D
VID_18974,1,45963.0,703.0,19.0,30.0,2016-09-08,PT7M4S,F
VID_18142,1,82904.0,3429.0,33.0,357.0,2016-08-20,PT12M41S,F
VID_5172,1,89542.0,267.0,75.0,9.0,2016-07-21,PT2M3S,D
VID_20451,2,2830551.0,2038.0,1054.0,254.0,2014-09-23,PT3M24S,G
VID_16077,1,11372578.0,9878.0,5379.0,792.0,2015-07-30,PT48M5S,E
VID_20983,1,291114.0,395.0,107.0,71.0,2016-01-26,PT5M18S,G
VID_8921,1,1471396.0,10933.0,547.0,4846.0,2015-11-08,PT12M27S,D
VID_19195,2,163759.0,526.0,25.0,35.0,2012-08-07,PT2M8S,G
VID_16764,2,478654.0,3225.0,214.0,832.0,2015-09-18,PT1H42S,E
VID_5178,1,539816.0,529.0,196.0,224.0,2011-11-29,PT2M22S,D
VID_17560,117,2191952.0,9306.0,215.0,1207.0,2013-08-01,PT4M39S,E
VID_6648,6,437018.0,1284.0,160.0,45.0,2015-10-07,PT2M21S,D
VID_16655,1,439468.0,422.0,194.0,36.0,2016-09-15,PT8M53S,E
VID_1758,2,52754.0,470.0,30.0,67.0,2016-01-21,PT2M45S,B
VID_7747,2,44837.0,131.0,2.0,20.0,2010-09-13,PT5M32S,D
VID_20683,2,3610.0,37.0,3.0,16.0,2011-12-09,PT1M34S,G
VID_6518,2,264994.0,469.0,88.0,240.0,2016-09-01,PT8M33S,D
VID_12836,1,754.0,1.0,0.0,0.0,2013-11-01,PT24S,D
VID_2046,1,17346.0,263.0,4.0,83.0,2013-09-26,PT4M4S,B
VID_12294,7,2191968.0,8057.0,1411.0,1175.0,2016-03-26,PT5M51S,D
VID_22942,11954,15571.0,71.0,13.0,6.0,2017-03-01,PT4M21S,G
VID_12298,7,1932295.0,8378.0,783.0,683.0,2016-06-30,PT3M41S,D
VID_21711,3687,4856.0,43.0,0.0,6.0,2017-01-31,PT4M11S,G
VID_5279,47,1396853.0,560.0,220.0,22.0,2013-07-30,PT1M14S,D
VID_8948,4005,370301.0,5126.0,317.0,2875.0,2016-12-09,PT3M22S,D
VID_22895,1,266963.0,2014.0,111.0,272.0,2012-09-22,PT4M23S,G
VID_13986,1,15471.0,33.0,3.0,2.0,2012-07-20,PT44M4S,D
VID_19240,1,13703.0,16.0,1.0,0.0,2015-06-18,PT6M12S,G
VID_13961,1,60275.0,46.0,14.0,2.0,2014-11-07,PT5M22S,D
VID_22253,6313,6914.0,17.0,0.0,0.0,2015-07-08,PT16S,G
VID_15687,5,772883.0,1023.0,150.0,41.0,2014-08-27,PT1H18M46S,E
VID_18830,75,337.0,14.0,2.0,37.0,2015-12-17,PT7M18S,F
VID_8394,2,217661.0,209.0,37.0,17.0,2016-02-03,PT1H42M45S,D
VID_11212,1,12129.0,36.0,1.0,7.0,2013-10-11,PT11M21S,D
VID_12590,1,103208.0,8.0,6.0,0.0,2014-10-21,PT21M54S,D
VID_3476,3,68303.0,152.0,21.0,5.0,2014-02-21,PT1H1M15S,D
VID_22537,3,244333.0,1530.0,27.0,152.0,2012-12-26,PT4M27S,G
VID_1629,12,1404589.0,10099.0,631.0,854.0,2016-01-19,PT5M51S,B
VID_16873,4,38988.0,58.0,4.0,6.0,2011-06-23,PT10M40S,E
VID_9054,3,1885453.0,5021.0,441.0,206.0,2015-11-17,PT9M21S,D
VID_17304,2,20982.0,77.0,4.0,16.0,2013-04-12,PT1M28S,E
VID_14605,1,36681.0,138.0,7.0,14.0,2015-06-27,PT5M27S,D
VID_10029,1,385077.0,260.0,76.0,64.0,2016-05-24,PT10M21S,D
VID_20115,8,515105.0,867.0,47.0,112.0,2014-03-28,PT5M2S,G
VID_17026,1,142172.0,577.0,12.0,21.0,2015-07-31,PT15S,E
VID_7446,5,79414.0,497.0,36.0,284.0,2013-09-09,PT8M46S,D
VID_10618,1,8404.0,100.0,2.0,11.0,2014-04-29,PT11M51S,D
VID_13191,3,3677.0,6.0,7.0,1.0,2015-08-03,PT40S,D
VID_4038,2,39705.0,84.0,5.0,8.0,2014-01-06,PT21M37S,D
VID_23667,2642,2966.0,4.0,0.0,0.0,2015-12-31,PT11M21S,H
VID_7898,2,324293.0,860.0,91.0,28.0,2016-04-14,PT2M36S,D
VID_15731,2,611940.0,357.0,118.0,30.0,2010-12-30,PT2H27M24S,E
VID_11432,1,189755.0,695.0,77.0,257.0,2016-01-16,PT8M14S,D
VID_6778,6,800320.0,11478.0,457.0,3646.0,2016-04-26,PT9M13S,D
VID_4604,4,80552.0,2.0,2.0,1.0,2014-05-02,PT3M10S,D
VID_9858,2,2326.0,57.0,11.0,3.0,2014-11-05,PT4M42S,D
VID_6438,2,560995.0,459.0,45.0,69.0,2009-02-21,PT9M51S,D
VID_20657,2,1014906.0,1226.0,158.0,137.0,2013-12-28,PT6M1S,G
VID_10765,1,3518.0,4.0,1.0,1.0,2012-08-22,PT12M,D
VID_5396,1,116473.0,729.0,25.0,22.0,2015-04-22,PT1M47S,D
VID_3258,1,9517.0,19.0,2.0,1.0,2014-02-17,PT43M9S,D
VID_22920,3,321325.0,4101.0,97.0,318.0,2016-07-08,PT4M8S,G
VID_21837,1,5234.0,96.0,2.0,1.0,2015-10-22,PT3M39S,G
VID_22240,13,42249.0,374.0,0.0,19.0,2013-11-06,PT4M8S,G
VID_14924,5,167086.0,1559.0,39.0,383.0,2013-11-25,PT30M35S,D
VID_7620,1,133547.0,53.0,50.0,1.0,2015-07-22,PT11M16S,D
VID_13258,3,4438477.0,20276.0,1730.0,1501.0,2014-11-01,PT36S,D
VID_14508,26,234410.0,324.0,28.0,9.0,2014-01-06,PT2M23S,D
VID_22883,1,188332.0,198.0,47.0,47.0,2012-09-13,PT5M1S,G
VID_13293,1,147866.0,93.0,32.0,10.0,2014-10-06,PT5M45S,D
VID_18186,7,67576.0,615.0,38.0,93.0,2015-07-04,PT7M8S,F
VID_8349,3,72546.0,95.0,7.0,1.0,2013-12-03,PT3M11S,D
VID_8535,1,155.0,1.0,0.0,0.0,2016-12-10,PT10M30S,D
VID_21252,4,2133381.0,12119.0,1338.0,445.0,2014-10-26,PT2M39S,G
VID_12932,117,2305.0,9.0,1.0,7.0,2017-01-07,PT5M18S,D
VID_16169,4,477514.0,140.0,83.0,4.0,2015-07-03,PT30M15S,E
VID_9047,1,1359956.0,3032.0,643.0,372.0,2014-10-28,PT4M1S,D
VID_1965,1,162288.0,3923.0,104.0,887.0,2009-10-07,PT5M7S,B
VID_9450,4,57063.0,113.0,1.0,7.0,2015-05-10,PT1M34S,D
VID_6330,44,495278.0,1249.0,67.0,67.0,2012-06-25,PT8M11S,D
VID_15766,3,15039.0,7.0,1.0,1.0,2013-06-15,PT11M51S,E
VID_8061,2,842519.0,2052.0,162.0,278.0,2014-09-17,PT22M41S,D
VID_12592,1,58361.0,71.0,6.0,3.0,2015-04-11,PT1H3M,D
VID_16851,5,72046.0,89.0,14.0,12.0,2011-06-15,PT11M3S,E
VID_21237,8,1761446.0,7220.0,1351.0,275.0,2014-11-22,PT2M46S,G
VID_12195,2,5664.0,89.0,2.0,12.0,2016-11-02,PT7M44S,D
VID_7841,14,1634560.0,2585.0,378.0,178.0,2011-06-18,PT10M57S,D
VID_13265,1,1248.0,14.0,0.0,0.0,2016-03-08,PT4M25S,D
VID_22113,1,153000.0,932.0,13.0,110.0,2015-06-04,PT4M7S,G
VID_17289,10651,261469.0,1540.0,130.0,50.0,2016-08-02,PT44S,E
VID_15894,184,5412345.0,13752.0,1233.0,717.0,2015-06-18,PT3M6S,E
VID_20394,1,6434.0,133.0,0.0,9.0,2016-10-23,PT4M9S,G
VID_9414,28,689581.0,3701.0,673.0,373.0,2016-08-24,PT11M8S,D
VID_9809,4,2223.0,23.0,0.0,0.0,2014-11-05,PT3M28S,D
VID_19628,2,1914302.0,1004.0,573.0,97.0,2016-08-20,PT5M26S,G
